序号,单位名称,类别,地址,辖区,评级时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,深圳实验学校食堂（幼儿部食堂）,学校食堂,深圳市福田区百花五路32号,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,深圳市彩田幼儿园食堂,学校食堂,深圳市福田区莲花路彩田村内,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,红岭中学食堂,学校食堂,深圳市福田区红岭中路9号,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,上步中学食堂,学校食堂,深圳市福田区华发南路11号,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,岗厦中学食堂,学校食堂,深圳市福田区滨河路5034号,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,华强职业技术学校食堂,学校食堂,深圳市福田区红荔西路香蜜三村,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,外国语学校附属东海小学食堂,学校食堂,深圳市福田区香轩路10号,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,园岭小学（本部）食堂,学校食堂,深圳市福田区园岭中路园岭小学内,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,梅林一村幼儿园食堂,学校食堂,深圳市福田区梅林一村内,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,福田区机关第一幼儿园食堂,学校食堂,深圳市福田区农林路8号中旅国际公馆二期,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,福田区机关第二幼儿园食堂,学校食堂,深圳市福华新村38栋,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,市机关第五幼儿园食堂,学校食堂,深圳市福田区益田村内中心广场旁,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,深圳市莲花二村幼儿园食堂,学校食堂,深圳市福田区红荔西路莲花二村住宅区,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,深圳市地铁集团有限公司竹子林单身公寓职工食堂,机关企事业单位食堂,深圳市福田区红树林路3号地铁竹子林车辆段,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,中国工商银行股份有限公司深圳市分行（职工食堂）,机关企事业单位食堂,深圳市福田区车公庙工业区303栋二层西,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,深圳市机关事务管理局生活服务中心(市民中心机关食堂),机关企事业单位食堂,深圳市福田区市民中心B区负一层,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,中共深圳市委党校（职工食堂),机关企事业单位食堂,深圳市福田区香蜜湖路北段党校内办公楼1-3层,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,理光（深圳）工业发展有限公司职工食堂,机关企事业单位食堂,深圳市福田区皇岗村北路莲花彩田工业区二期三楼,福田区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,深圳市江南厨子餐饮有限公司（中餐厅）,连锁餐饮,深圳市罗湖区深南东路华润中心万象城499商铺,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,深圳市西湖春天餐饮有限责任公司（中餐厅）,连锁餐饮,深圳市罗湖区笋岗东路3019号百汇大厦2层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,富苑置地（深圳）有限公司富苑皇冠假日套房酒店（BB’S啤酒屋）,其他餐饮,深圳市罗湖区南湖路3018号三层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,富苑置地（深圳）有限公司富苑皇冠假日套房酒店（二楼中餐厅）,其他餐饮,深圳市罗湖区南湖路3018号二层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,富苑置地（深圳）有限公司富苑皇冠假日套房酒店（三楼西餐厅）,其他餐饮,深圳市罗湖区南湖路3018号富苑酒店三层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,富苑置地（深圳）有限公司富苑皇冠假日套房酒店（西餐厅）,其他餐饮,深圳市罗湖区南湖路3018号富苑酒店一层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,木棉花酒店（深圳）有限公司,其他餐饮,深圳市罗湖区宝安南路1001号华瑞大厦1-2层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,富临大酒店（中.西餐厅）,其他餐饮,深圳市罗湖区和平路1085号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,深圳市丹桂轩实业有限公司中餐厅,连锁餐饮,深圳市罗湖区春风路1号新都酒店2楼,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,深圳香格里拉大酒店有限公司,其他餐饮,深圳市罗湖区建设路1002号火车站东侧一楼，二楼南侧和北侧部分，三楼南侧和北侧部分，四楼西侧，二十七楼南侧，三十楼，三十一楼,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,余彭年管理（深圳）有限公司彭年酒店（大堂吧、西餐厅、旋转餐厅）,其他餐饮,深圳市罗湖区嘉宾路2002号彭年酒店一、二、五十四层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,深圳金拱门食品有限公司东门分店,连锁餐饮,深圳市罗湖区东门中路南海中心115-119号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,百胜餐厅（广东）有限公司深圳必胜客鸿展餐厅,连锁餐饮,深圳市罗湖区东门解放路108号二楼鸿展广场,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,百胜餐厅（广东）有限公司深圳必胜客东门餐厅,连锁餐饮,深圳市罗湖区东门中路2071号南海中心商场二层201、203、213单元,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,百胜餐厅（广东）有限公司肯德基东龙餐厅,连锁餐饮,深圳市罗湖区人民北路风貌街东龙商楼1、2层,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,深圳面点王饮食连锁有限公司松园分店,连锁餐饮,深圳市罗湖区松园路89号怡正发大厦首层东座,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,深圳面点王饮食连锁有限公司华中分店,连锁餐饮,深圳市罗湖区人民南路3025号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,深圳市桂园中学食堂,学校食堂,深圳市罗湖区桂园北街232号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,罗湖外国语学校食堂,学校食堂,深圳市罗湖区莲塘工业区7号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,深圳市阳光新干线幼儿园食堂,学校食堂,深圳市罗湖区沿河路北侧,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,深圳市罗湖区罗湖幼儿园食堂,学校食堂（公办）,深圳市罗湖区怡景路景贝南50栋,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,深圳市城建太白居幼儿园食堂,学校食堂,深圳市罗湖区布心村太白居内,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,螺岭外国语实验学校食堂,学校食堂,深圳市罗湖区东升街螺岭小学58号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,滨河小学食堂,学校食堂,深圳市罗湖区红岭南路,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,深圳市碧波小学食堂,学校食堂,深圳市罗湖区德智路2号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,深圳市行知职业技术学校食堂,学校食堂,深圳市罗湖区文华花园,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,深圳市罗湖区金都幼儿园,学校食堂（民办）,深圳市罗湖区春风路金色都会旁,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,红岭小学食堂,学校食堂,深圳市罗湖区松园路8号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,深圳市罗湖区新世纪魅力城幼儿园食堂,学校食堂,深圳市罗湖区洪湖一街合正锦湖逸园3栋裙楼,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,草埔小学食堂,学校食堂,深圳市罗湖区吓围村43号,罗湖区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,深圳市华侨城大酒店有限公司中餐厅,其他餐饮,深圳市南山区华侨城大酒店半地到一层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,深圳华侨城大酒店有限公司西餐厅,其他餐饮,深圳市南山区华侨城大酒店半地下层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,深圳威尼斯酒店（中餐厅）,其他餐饮,深圳市南山区华侨城深南大道9026号一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,缤纷西岸饭店（深圳）有限公司,其他餐饮,深圳市南山区沙河路深圳市中信红树湾会所北,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,百胜餐饮（深圳）有限公司肯德基西丽餐厅,连锁餐饮,深圳市南山区沙河西路西丽商业文化中心一楼105-109,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,百胜餐饮（广东）有限公司深圳必胜客西丽餐厅,连锁餐饮,深圳市南山区留仙大道南国丽城花园1栋101一层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,深圳金拱门食品有限公司西丽分店,连锁餐饮,深圳市南山区西丽镇众冠商业城首层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,百胜餐饮（广东）有限公司深圳必胜客崇尚餐厅,连锁餐饮,深圳市南山区创业路现代城华庭裙楼１－２层部分,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,深圳市真功夫餐饮食用有限公司学府店,连锁餐饮,深圳市南山区学府路学府花园５栋二层、一层、地下层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,百胜餐饮（深圳）有限公司肯德基鸿洲餐厅,连锁餐饮,深圳市南山区深南大道与南新路交汇处鸿洲新都底层,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,深圳金拱门食品有限公司南山分店,连锁餐饮,深圳市南山区南山大道愉康大厦1楼55-62号铺,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,深圳金拱门食品有限公司前海分店,连锁餐饮,深圳市南山区桃园路与前海路交汇处港湾丽都花园裙楼119号和120号商铺,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,百胜餐饮（深圳）有限公司肯德基世界之窗餐厅,连锁餐饮,深圳市南山区华侨城世界之窗前广场西侧一二楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,百胜餐饮（深圳）有限公司肯德基高新区餐厅,连锁餐饮,深圳市南山区高新区南区综合服务楼1楼餐厅东北角,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,百胜餐饮（深圳）有限公司肯德基蔚蓝海岸餐厅,连锁餐饮,深圳市南山区后海路西华明路南蔚蓝海岸商住楼一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,深圳金拱门食品有限公司海岸城分店,连锁餐饮,深圳市南山区南山商业文化中心区海岸城广场一层125号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,深圳金拱门食品有限公司南山书城分店,连锁餐饮,深圳市南山区南油大道深圳书城南山城一楼、二楼部分商铺,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,深圳面点王饮食连锁有限公司（海岸城分店）,连锁餐饮,深圳市南山区商业文化中心区海岸城广场第148号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,百胜餐饮（广东）有限公司深圳必胜客海上世界餐厅,连锁餐饮,深圳市南山区蛇口太子路太子广场G4、G5、G17、G17露台,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,百胜餐饮(深圳)有限公司肯德基海上世界餐厅,连锁餐饮,深圳市南山区蛇口兴华路海滨商业中心1栋102、102A、109、201B、202、203、209号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,深圳金拱门食品有限公司明华分店,连锁餐饮,深圳市南山区蛇口工业区海滨花园商业中心,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,深圳面点王饮食连锁有限公司花园城分店,连锁餐饮,深圳市南山区南海大道花园城中心232、233号商铺,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,博伦职业技术学校食堂,学校食堂,深圳市南山区龙岗路一号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,深圳南山中加学校食堂,学校食堂,深圳市南山区南光路166号五号楼一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,同乐学校食堂,学校食堂,深圳市南山区建工村铁二路49号学生宿舍楼一、二楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,荔香中学食堂,学校食堂,深圳市南山区常兴路58号荔香中学内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,深圳市南山实验教育集团麒麟中学食堂,学校食堂,深圳市南山区南山区义学街9号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,南头中学食堂,学校食堂,深圳市南山区文化街44号南头中学工业大厦1-3楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,深圳市南山实验教育集团荔林小学食堂,学校食堂,深圳市南山区前海路0270号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,前海中学食堂,学校食堂,深圳市南山区桃园西路前海中学院内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,深圳市南山区华侨城中学食堂,学校食堂,深圳市南山区白石二路华侨城中学深圳湾部校内教学楼旁,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,华侨城中学食堂,学校食堂,深圳市南山区华侨城东街4号华侨城中学内一栋一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,深圳市南山区蛇口学校中学部食堂,学校食堂,深圳市南山区蛇口湾厦路1号蛇口学校内4号楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,桃源中学食堂,学校食堂,深圳市南山区龙珠大道桃源村中学内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,西丽二中食堂,学校食堂,深圳市南山区西丽石鼓路西丽二中内单身宿舍楼一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,松坪学校中学部食堂,学校食堂,深圳市南山区松坪村二号路松坪中学内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,深圳市实验学校高中部食堂,学校食堂,深圳市南山区西丽官龙村实验学校高中部内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,南山区第二外国语学校食堂,学校食堂,深圳市南山区商业文化中心区后海滨路南山二外宿舍一、二楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,学府中学食堂,学校食堂,深圳市南山区环南路学府中学内一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,北京师范大学南山附属学校食堂,学校食堂,深圳市南山区后海大道蔚蓝海岸社区北京师大附中内一楼北面,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,育才一中食堂,学校食堂,深圳市南山区蛇口工业六路二号育才中学宿舍楼一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,育才三中食堂,学校食堂,深圳市南山区工业七路育才三中内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,南山外国语学校科苑部食堂,学校食堂,深圳市南山区高新南环路外国语学校宿舍楼一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,深圳市南山实验教育集团鼎太小学食堂,学校食堂,深圳市南山区前海路1083号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,南山外国语学校高新部食堂,学校食堂,深圳市南山区高新区南环路南山外国语学校高新部内一栋一楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,南山外国语学校文华部食堂,学校食堂,深圳市南山区科技园文华路二号,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,向南小学食堂,学校食堂,深圳市南山区南光路向南小学内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,阳光小学食堂,学校食堂,深圳市南山区桂庙西路阳光小学内,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,深圳市南山区南海小学食堂,学校食堂,深圳市南山区南光路1306号南海小学内生活楼,南山区,2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
